ANNOSCOLASTICO,CODICESCUOLA,CODICEEDIFICIO,SUPERAMENTOBARRIEREARCH,ACCESSORAMPE,SCALENORMA,ASCENSOREDISABILI,PIATTAFORMAELEVATRICE,SERVIZIIGIENICIDISABILI,PORTELARGHEZZADISABILI,PERCORSIINTERNIDISABILI,PERCORSIESTERNIDISABILI,ALTRIACCORGIMENTIDISABILI
201718,MOTD00402B,0360312350,NO,-,-,-,-,-,-,-,-,-
201718,ENIC82200D,0860110514,SI,NO,SI,SI,NO,SI,SI,NO,NO,-
201718,ALPS050005,0061140002,SI,NO,SI,SI,SI,SI,SI,SI,SI,-
201718,CSTD06901P,0780450749,SI,SI,SI,SI,SI,NO,SI,NO,NO,-
201718,MEMM872013,0830483108,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,GEEE81401N,0100320264,SI,SI,NO,SI,SI,NO,NO,SI,SI,-
201718,NAEE8EC02L,0630490617,NO,-,-,-,-,-,-,-,-,-
201718,TVEE848031,0260280818,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,TRMM810038,0550030198,NO,-,-,-,-,-,-,-,-,-
201718,PAAA8AJ037,0820274033,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,SAEE866047,0651410001,NO,-,-,-,-,-,-,-,-,-
201718,CAMM81801V,1110571215,SI,SI,NO,SI,NO,SI,SI,SI,NO,-
201718,SIEE81801C,0520110003,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,CBEE828015,0700840173,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,MCIC81500L,0430530241,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,CTPM020005,0870152815,NO,-,-,-,-,-,-,-,-,-
201718,RCMM854016,0800671244,SI,NO,NO,SI,NO,SI,NO,NO,NO,-
201718,VREE87802B,0230912017,SI,SI,SI,SI,SI,SI,SI,NO,NO,-
201718,PDEE870089,0280152521,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,VIMM84001E,0241162398,SI,NO,SI,NO,SI,SI,SI,SI,SI,-
201718,SPIS00600B,0110150175,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,SAEE8AZ01E,0650251103,SI,SI,NO,NO,NO,SI,SI,SI,NO,-
201718,BSEE8AL03G,0171130705,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,VVAA82606V,1020470444,NO,-,-,-,-,-,-,-,-,-
201718,SAAA07402X,0650671064,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,RCEE80803G,0800540492,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,TOMM89901A,0010440004,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,PDAA89302E,0280372627,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,VEEE871032,0270423530,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,VRMM8AD01A,0230711129,SI,NO,NO,NO,NO,NO,SI,SI,SI,-
201718,BOEE87201P,0370060326,NO,-,-,-,-,-,-,-,-,-
201718,FREE807023,0600340383,NO,-,-,-,-,-,-,-,-,-
201718,FIMM82901D,0480530009,SI,SI,NO,NO,SI,SI,SI,NO,NO,-
201718,BARI040056,0720101469,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,CSTE04601D,0781081443,NO,-,-,-,-,-,-,-,-,-
201718,NAMM8GE01B,0630320012,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,RMRA06101G,0580910897,SI,NO,NO,NO,NO,NO,SI,SI,SI,-
201718,MOEE811015,0360250199,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,FGPM03000E,0710240494,SI,SI,NO,NO,SI,SI,SI,NO,NO,-
201718,MNEE819035,0200290205,SI,SI,SI,NO,NO,SI,SI,NO,SI,-
201718,NAIS019006,0630560009,NO,-,-,-,-,-,-,-,-,-
201718,MIEE8DF01V,0151461004,SI,NO,NO,SI,SI,SI,NO,NO,NO,-
201718,NUTL00301D,0910511160,NO,-,-,-,-,-,-,-,-,-
201718,MIAA8BM02T,0151422164,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,CSMM86103R,0780190800,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,TAEE81201R,0730180236,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,SSAA838018,0900640756,NO,-,-,-,-,-,-,-,-,-
201718,REAA83502V,0350040001,SI,NO,SI,SI,NO,NO,SI,SI,SI,-
201718,VBAA00202E,1030280007,SI,SI,SI,NO,NO,NO,SI,SI,SI,-
201718,RMEE8A601G,0581140893,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,RCAA804022,0800830187,NO,-,-,-,-,-,-,-,-,-
201718,SVTD00301L,0090150198,SI,NO,SI,SI,SI,NO,NO,SI,SI,-
201718,POMM811018,1000070001,SI,SI,SI,NO,SI,NO,NO,SI,SI,-
201718,FRPS040005,0600740547,SI,SI,NO,NO,NO,NO,SI,NO,SI,-
201718,PIPS00401D,0500080300,SI,SI,NO,SI,NO,SI,SI,NO,NO,-
201718,VIMM82901Q,0241041029,SI,NO,SI,NO,SI,NO,NO,NO,NO,-
201718,VEMM80601Q,0270220330,SI,SI,NO,SI,NO,SI,SI,NO,NO,-
201718,SAEE07500V,0650671084,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,TVMM81601A,0260122671,NO,-,-,-,-,-,-,-,-,-
201718,RMAA8D501A,0581110870,SI,NO,SI,NO,SI,SI,SI,SI,SI,-
201718,SAAA8A203L,0650431663,NO,-,-,-,-,-,-,-,-,-
201718,PZTL022011,0760630529,SI,NO,SI,SI,NO,SI,SI,SI,NO,-
201718,LOEE81001Q,0980420764,SI,NO,SI,NO,NO,SI,SI,NO,SI,-
201718,LTEE85702Q,0590300354,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,BGTF004505,0162190663,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,FGIC82500C,0710270332,SI,SI,SI,NO,SI,SI,SI,NO,NO,-
201718,LUEE83203X,0460055012,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,MIAA856018,0150850001,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,RMEE8AF01G,0581221318,SI,NO,SI,SI,NO,SI,SI,SI,NO,-
201718,ATMM809013,0050870001,SI,SI,SI,NO,NO,SI,SI,SI,SI,MONTA-SCALE MOBILE IN DOTAZIONE
201718,NAEE898015,0630171525,SI,NO,NO,NO,NO,SI,SI,SI,SI,-
201718,AOAA012020,0070319900,SI,SI,SI,SI,NO,NO,SI,SI,SI,-
201718,RMPS48000T,0580911040,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,RMMM892014,0581041304,SI,SI,NO,NO,NO,NO,SI,SI,NO,-
201718,MIEE8CA015,0151141251,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,SAAA8AJ01P,0650190001,SI,SI,NO,SI,NO,SI,NO,NO,NO,-
201718,AVIS02400V,0640080001,SI,SI,NO,NO,NO,SI,SI,SI,NO,-
201718,CTAA8AT018,0870040981,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,FGEE009092,0710240008,SI,SI,SI,NO,NO,NO,SI,NO,NO,-
201718,RMEE8E903G,0580912698,NO,-,-,-,-,-,-,-,-,-
201718,CARI02000L,1110351228,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,NOEE82005B,0030210002,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,TPEE83502B,0810082652,NO,-,-,-,-,-,-,-,-,-
201718,NAPS12000L,0630580002,NO,-,-,-,-,-,-,-,-,-
201718,COIC82600Q,0132320525,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,VAEE81901C,0121390307,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,NOMM83101L,0031060009,SI,SI,SI,SI,NO,NO,NO,SI,NO,-
201718,MIEE8EG019,0150360904,SI,NO,NO,NO,NO,SI,SI,SI,SI,-
201718,PIMM825011,0500350200,SI,SI,SI,NO,NO,NO,SI,NO,NO,-
201718,VCAA81304L,0021370002,NO,-,-,-,-,-,-,-,-,-
201718,MEIC83200G,0830720567,SI,SI,SI,NO,NO,NO,SI,NO,NO,-
201718,CHIC840006,0690460257,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,ROPS001011,0290014084,SI,NO,NO,NO,NO,NO,NO,SI,SI,-
201718,LEMM895016,0750300429,SI,SI,SI,NO,NO,SI,NO,SI,SI,-
201718,VAMM82702B,0120740375,SI,SI,NO,SI,NO,SI,SI,NO,NO,-
201718,PAIC82700T,0820561997,SI,NO,NO,NO,SI,SI,NO,NO,NO,-
201718,PCEE81603R,0330230001,SI,NO,NO,SI,NO,SI,SI,NO,NO,-
201718,CEEE89505X,0610230002,NO,-,-,-,-,-,-,-,-,-
201718,CAEE87804P,1110170195,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,BSEE87503V,0171610585,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,VTMM821014,0560500434,NO,-,-,-,-,-,-,-,-,-
201718,RIAA81602R,0570590006,SI,SI,NO,SI,NO,NO,SI,NO,NO,-
201718,CNEE864021,0040290031,NO,-,-,-,-,-,-,-,-,-
201718,VCEE80805B,0020590001,SI,SI,SI,NO,NO,SI,NO,NO,NO,-
201718,PZAA84105E,0760480062,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,AQEE026115,0660800198,SI,SI,SI,NO,NO,NO,NO,NO,SI,-
201718,REEE81002Q,0350330359,SI,NO,NO,NO,NO,NO,SI,SI,SI,-
201718,RMTF02202E,0580911679,SI,SI,NO,SI,NO,SI,SI,NO,NO,-
201718,RCEE82903L,0800521205,NO,-,-,-,-,-,-,-,-,-
201718,NAMM87901P,0630171522,SI,NO,SI,SI,NO,NO,SI,SI,SI,-
201718,MNIC83600P,0200300278,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,PIAA81303L,0500240001,NO,-,-,-,-,-,-,-,-,-
201718,AVMM807056,0640850002,NO,-,-,-,-,-,-,-,-,-
201718,TREE809024,0550320075,SI,SI,SI,NO,NO,NO,NO,NO,NO,-
201718,PVIS007004,0181530337,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,ALMM82303A,0061230001,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,CTMM8AE014,0870151394,NO,-,-,-,-,-,-,-,-,-
201718,NARC104018,0630492097,NO,-,-,-,-,-,-,-,-,-
201718,VARC00401Q,0120151076,SI,NO,SI,NO,NO,SI,SI,SI,NO,-
201718,NAPS011012,0630640011,NO,-,-,-,-,-,-,-,-,-
201718,TEIC82100X,0670170663,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,CSPS07901D,0780330984,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,CZMM84602D,0790560520,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,CSAA84603E,0780890677,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,PATD00901P,0820463237,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,TAIC831004,0730270205,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,LUPC00101G,0460175083,SI,NO,NO,NO,NO,SI,NO,NO,NO,-
201718,CHCT70500Q,0690990395,SI,SI,SI,SI,NO,SI,NO,NO,NO,-
201718,PAMM87401C,0820534760,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,SOMM80603C,0140120168,SI,SI,SI,NO,NO,NO,NO,NO,NO,-
201718,PGIS01100D,0540520646,NO,-,-,-,-,-,-,-,-,-
201718,VVEE835081,1020050667,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,TEMM81605N,0670030768,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,VIEE83301C,0240742891,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,BOEE846049,0370320044,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,PGAA017016,0540020062,SI,SI,NO,NO,NO,SI,SI,SI,NO,-
201718,UDPC002017,0300260008,SI,NO,SI,SI,SI,SI,SI,NO,NO,-
201718,RMEE812018,0580910301,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,BNEE85401C,0620431435,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,BAAA124057,0720280182,SI,SI,SI,NO,NO,NO,SI,SI,SI,-
201718,LTTD04000L,0590320392,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,AVEE807013,0641200811,NO,-,-,-,-,-,-,-,-,-
201718,RMMM854019,0580911006,SI,SI,SI,SI,NO,NO,SI,SI,SI,-
201718,NUAA87201X,0910440050,SI,NO,NO,NO,SI,NO,NO,NO,NO,-
201718,AREE83904C,0510020025,SI,SI,NO,NO,NO,NO,SI,SI,SI,-
201718,ARMM81401X,0510350002,SI,NO,NO,NO,NO,NO,SI,SI,SI,-
201718,CAAA033096,0920740064,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,MIAA8GG02A,0151890975,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,NATD420003,0630430045,NO,-,-,-,-,-,-,-,-,-
201718,FOAA03102L,0400080043,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,SRPS14000A,0890170002,NO,-,-,-,-,-,-,-,-,-
201718,PSEE84103T,0410360132,SI,SI,SI,NO,NO,SI,NO,SI,SI,-
201718,CTMM89601R,0870151858,NO,-,-,-,-,-,-,-,-,-
201718,TPAA822013,0810124604,NO,-,-,-,-,-,-,-,-,-
201718,ANIC84500P,0420170073,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,MIAA8BV02N,0151820310,SI,SI,NO,NO,NO,NO,SI,SI,SI,-
201718,ANPS009016,0420340409,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,TOEE87801A,0012720141,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,CHEE036092,0690430253,NO,-,-,-,-,-,-,-,-,-
201718,CZAA84401L,0791600204,SI,NO,NO,NO,NO,SI,NO,NO,NO,-
201718,CLEE822039,0850045000,NO,-,-,-,-,-,-,-,-,-
201718,PGAA03707N,0540240549,SI,NO,NO,NO,NO,SI,SI,NO,NO,-
201718,CAAA8AC03N,1110500063,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,PIEE838014,0500290203,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,BSEE80901T,0171630066,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,MITD026012,0151461579,SI,NO,NO,NO,SI,SI,NO,NO,NO,-
201718,RCIS01400V,0800690730,SI,SI,NO,SI,NO,SI,NO,SI,NO,-
201718,TOEE8AQ01P,0010580003,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,SATF04601D,0651160519,NO,-,-,-,-,-,-,-,-,-
201718,RGPM00401G,0880062798,NO,-,-,-,-,-,-,-,-,-
201718,BRAA818065,0740020604,NO,-,-,-,-,-,-,-,-,-
201718,MOAA824023,0360100023,SI,SI,SI,NO,NO,NO,SI,SI,SI,-
201718,NAAA8FX029,0630850001,NO,-,-,-,-,-,-,-,-,-
201718,PZMM864017,0760530429,SI,SI,NO,SI,NO,SI,NO,NO,NO,-
201718,NAIC8CC008,0630591490,SI,NO,SI,NO,NO,SI,SI,NO,NO,-
201718,RCAA81402L,0800120063,NO,-,-,-,-,-,-,-,-,-
201718,AQTD00201C,0660280353,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,BAEE04400G,0720040048,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,RCTF01301G,0800380975,SI,NO,NO,SI,NO,SI,NO,NO,NO,-
201718,MNAA81503L,0200140026,SI,NO,NO,NO,NO,SI,SI,SI,SI,-
201718,FOMM02800V,0400070846,NO,-,-,-,-,-,-,-,-,-
201718,PDIC896004,0280321831,SI,NO,NO,NO,NO,SI,SI,SI,NO,-
201718,APEE83102E,0440070132,NO,-,-,-,-,-,-,-,-,-
201718,IMAA806022,0080530048,NO,-,-,-,-,-,-,-,-,-
201718,MSPS012014,0450168088,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,IMMM80801R,0080080070,NO,-,-,-,-,-,-,-,-,-
201718,PAEE039039,0820534733,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,GEAA844029,0100590102,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,MIEE82001P,0151460467,NO,-,-,-,-,-,-,-,-,-
201718,RMEE892048,0581040851,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,TOEE8BH019,0013140002,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,CSMM837041,0780880415,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,RAAA81901D,0390140433,SI,SI,SI,NO,NO,NO,SI,SI,SI,-
201718,ANEE81003X,0420040296,SI,NO,NO,NO,SI,NO,SI,SI,SI,-
201718,CZEE849033,0791600816,NO,-,-,-,-,-,-,-,-,-
201718,PZEE88201T,0760630350,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,BAAA829018,0720210142,SI,NO,NO,SI,NO,SI,NO,NO,NO,-
201718,ENPM00201X,0860042577,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,ALAA037013,0060130001,SI,NO,SI,NO,SI,SI,SI,SI,SI,-
201718,CTAA83201N,0870210546,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,PZEE83504B,0760170019,NO,-,-,-,-,-,-,-,-,-
201718,COEE838014,0130410201,NO,-,-,-,-,-,-,-,-,-
201718,MIIC8EC00X,0150090848,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,ANMM82301V,0420270252,SI,NO,SI,SI,NO,SI,SI,SI,NO,-
201718,MCAA80701E,0430160761,SI,SI,NO,NO,NO,NO,NO,SI,SI,maniglioni
201718,TOAA828025,0012200001,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,SSEE80001X,0900560639,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,TEAA820011,0670060844,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,SREE81401D,0890014186,NO,-,-,-,-,-,-,-,-,-
201718,PGEE856022,0540390283,SI,SI,NO,SI,NO,SI,NO,NO,NO,-
201718,CNEE841017,0040680002,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,COEE83401R,0131590001,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,SAAA89104P,0651160022,NO,-,-,-,-,-,-,-,-,-
201718,BNRI02701T,0620081174,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,LUIC849005,0460175084,SI,SI,NO,SI,NO,SI,NO,NO,NO,-
201718,VTEE82302T,0560070084,SI,SI,NO,SI,NO,SI,SI,NO,NO,-
201718,CREE805065,0190793235,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,BOTD01950E,0370061000,NO,-,-,-,-,-,-,-,-,-
201718,BGRC033017,0162190782,NO,-,-,-,-,-,-,-,-,-
201718,PSEE807029,0410010152,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,BSPM027011,0170650805,SI,NO,SI,NO,NO,SI,SI,NO,NO,STALLI X DISABILI C/O TRIBUNE AL PIANO TERRA
201718,MNAA824019,0200650108,SI,SI,NO,NO,NO,SI,SI,SI,NO,-
201718,COMM85001N,0131450493,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,SAAA15803X,0651351772,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,AQAA843048,0660060041,SI,SI,SI,NO,NO,NO,NO,NO,NO,-
201718,KRAA832019,1010170294,SI,SI,NO,SI,NO,SI,SI,NO,SI,-
201718,CRTF00901T,0190350285,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,BAIS071002,0720470803,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,MIIS024004,1080500005,NO,-,-,-,-,-,-,-,-,-
201718,SSEE847018,0900520633,SI,NO,NO,SI,NO,NO,NO,NO,NO,-
201718,PZEE87601E,0760400411,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,MTMM816033,0770040067,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,PAMM8AL011,0820534521,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,SPMM80801X,0110130148,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,MOTD00402B,0360312345,SI,SI,NO,SI,NO,SI,SI,NO,NO,-
201718,CAAA874013,0920900245,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,VTEE80402C,0560120011,NO,-,-,-,-,-,-,-,-,-
201718,CAEE82101Q,1110890662,SI,SI,SI,NO,SI,SI,SI,SI,NO,-
201718,CSTD07000T,0780031081,NO,-,-,-,-,-,-,-,-,-
201718,PREE83602T,0340270504,SI,SI,SI,SI,NO,NO,SI,SI,SI,-
201718,TOAA8BQ036,0010820017,SI,NO,NO,NO,NO,SI,SI,SI,NO,all'ingresso dell'area scolastica vi è gradino di
201718,NUMM850017,0911010357,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,GRAA819039,0530210205,NO,-,-,-,-,-,-,-,-,-
201718,AGPC001017,0840110785,SI,NO,SI,NO,NO,SI,SI,SI,NO,-
201718,CEEE869017,0610751533,NO,-,-,-,-,-,-,-,-,-
201718,PSRC002016,0410440561,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,CEMM8AJ01E,0610251572,SI,NO,NO,NO,NO,NO,SI,SI,NO,-
201718,PVAA82302Q,0180110244,SI,NO,SI,SI,NO,SI,SI,NO,NO,-
201718,CNTL02201L,0041790004,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,CZAA83102G,0790870289,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,PDPS01000T,0280604188,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,FIAA862011,0480520001,SI,SI,NO,NO,NO,NO,NO,NO,NO,maniglioni
201718,BSAA87001C,0170630131,NO,-,-,-,-,-,-,-,-,-
201718,PETD03000D,0680270494,NO,-,-,-,-,-,-,-,-,-
201718,CBMM850019,0700060179,SI,NO,NO,SI,NO,NO,NO,NO,NO,-
201718,NAEE8FM023,0630491860,NO,-,-,-,-,-,-,-,-,-
201718,FIPS100007,0480170376,SI,NO,NO,SI,NO,SI,NO,NO,NO,-
201718,PDEE896038,0280324260,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,RMAA8C3014,0580391000,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,SSRI01850A,0900031345,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,SAMM83201X,0650811732,NO,-,-,-,-,-,-,-,-,-
201718,MIMM8C7013,0151462979,NO,-,-,-,-,-,-,-,-,-
201718,PZMM82402T,0760100381,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,AGRH01201E,0840410730,SI,NO,SI,SI,NO,NO,SI,SI,NO,-
201718,BNEE83902B,0620700001,SI,NO,NO,NO,NO,SI,SI,SI,SI,-
201718,BSEE84702N,0172030156,SI,NO,NO,SI,NO,NO,NO,NO,NO,-
201718,SAEE158013,0651351774,SI,SI,SI,NO,NO,SI,NO,NO,NO,-
201718,NAAA8DS021,0630110003,NO,-,-,-,-,-,-,-,-,-
201718,PZRH02802C,0760480527,SI,NO,SI,NO,NO,SI,SI,SI,NO,-
201718,CSEE88305R,0780030439,NO,-,-,-,-,-,-,-,-,-
201718,GEEE84401D,0100590301,SI,SI,NO,NO,NO,NO,SI,SI,SI,-
201718,CRMM809016,0191130256,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,CRMM80001Q,0190980248,SI,NO,SI,SI,SI,SI,SI,NO,NO,-
201718,ROCT701007,0290410582,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,NAEE8CZ02A,0630840015,NO,-,-,-,-,-,-,-,-,-
201718,SVEE82101T,0090560074,SI,NO,NO,NO,SI,SI,SI,NO,NO,-
201718,TVMM87801N,0260431087,SI,SI,NO,NO,NO,NO,SI,NO,SI,-
201718,CSAA8AR047,0780470187,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,BARI04050A,0720060754,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,TVEE83602N,0260880833,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,NAEE8GR01Q,0630620469,SI,NO,SI,NO,NO,NO,NO,SI,NO,-
201718,TOAA8AW02V,0012490005,SI,SI,NO,NO,NO,NO,SI,SI,SI,-
201718,AOAA009040,0070476700,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,PAEE84003C,0820493963,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,CTRI03801G,0870150520,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,CTAA8AQ01B,0870481933,SI,NO,SI,NO,NO,SI,SI,SI,SI,-
201718,CEAA848011,0610041358,SI,NO,NO,NO,NO,NO,SI,NO,NO,-
201718,PAIC8AM00Q,0820534364,NO,-,-,-,-,-,-,-,-,-
201718,CAEE863041,1110720518,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,CSEE85401L,0780340503,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,VVAA81305Q,1020320967,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,PIIC82800B,0500050200,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,BGIC889004,0162390001,NO,-,-,-,-,-,-,-,-,-
201718,PCAA00404B,0330320059,NO,-,-,-,-,-,-,-,-,-
201718,REIS014004,0350160296,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,BSRH02201E,0170640002,SI,SI,NO,NO,NO,NO,SI,SI,NO,-
201718,PDEE89503C,0280033217,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,VAIS003001,0120920672,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,ISAA822036,0940230217,SI,SI,NO,NO,NO,SI,SI,SI,NO,USCITA DI SICUREZZA PER OGNI AULA
201718,CEIC87300R,0610920003,NO,-,-,-,-,-,-,-,-,-
201718,MEAA87304T,0830483217,SI,SI,SI,SI,SI,SI,SI,NO,NO,-
201718,LEAA82701B,0750361099,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,AGRI017015,0840041603,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,FIEE86501N,0480060025,SI,SI,NO,SI,NO,SI,NO,NO,NO,-
201718,RNEE813012,0990130246,SI,NO,NO,NO,NO,SI,SI,SI,SI,-
201718,APEE82205V,1090300181,SI,NO,SI,SI,NO,SI,SI,NO,SI,-
201718,MSAA81502V,0450030013,SI,SI,NO,NO,NO,NO,SI,SI,SI,-
201718,FGTD034513,0710240479,NO,-,-,-,-,-,-,-,-,-
201718,MNAA832018,0200391218,SI,SI,NO,NO,NO,NO,SI,SI,SI,-
201718,PZAA85201R,0760390032,SI,NO,NO,SI,NO,SI,SI,SI,NO,-
201718,BNAA819076,0620690001,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,LUTD004012,0460095003,NO,-,-,-,-,-,-,-,-,-
201718,BAAA85503V,0720290189,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,PAAA03708N,0820534400,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,FGMM11100C,0710560924,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,CSEE8AM038,0781080325,NO,-,-,-,-,-,-,-,-,-
201718,TVEE87101X,0260861909,SI,SI,SI,SI,NO,NO,SI,NO,NO,-
201718,AGEE02400E,0840274812,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,VEEE85804L,0270292723,NO,-,-,-,-,-,-,-,-,-
