ANNOSCOLASTICO;CODICESCUOLA;CODICEEDIFICIO;codicescuola;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;INDIRIZZOSCUOLA;CAPSCUOLA;SCUOLABUS;TRASPORTIPUBBLICIURBANI;TRASPORTIPUBBLICIINTERURBANI;TRASPORTIFERROVIARI;MEZZIPRIVATI;TRASPORTODISABILI;PISTACICLABILE;ALTRO
202021;MIIS05700B;151461583;MIIS05700B;NICOLA MORESCHI;NICOLA MORESCHI;VIALE SAN MICHELE DEL CARSO 25;20144;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIIC8B700B;151460439;MIIC8B700B;IC PISACANE E POERIO/MILANO;IC PISACANE E POERIO/MILANO;VIA PISACANE 9;20129;NO;SI;SI;NO;SI;NO;NON DEFINITO;-
202021;MIAA8DY019;151461112;MIAA8DY019;IC S.AMBROGIO/MILANO;VIA DE PRETIS;VIA DE PRETIS 15;20142;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIC8DA00N;151460452;MIIC8DA00N;LEONE TOLSTOJ;LEONE TOLSTOJ;VIA ZUARA 7;20146;SI;SI;SI;NO;SI;SI;NON DEFINITO;-
202021;MIMM8C501B;151461089;MIMM8C501B;IC S.GIUSEPPE CALASANZIO/MILANO;NEGRI;PIAZZA AXUM 5;20148;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8AN01E;151463422;MIMM8AN01E;IC M.TERESA DI CALCUTTA/MILANO;MEDA FERRARIN;VIA MONDOLFO 7;20138;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8CZ01G;151463277;MIMM8CZ01G;IC NARCISI/MILANO;VIA ANEMONI 10;VIA ANEMONI 10;20147;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIC8FP00T;151462990;MIIC8FP00T;I.C. ERMANNO OLMI;I.C. ERMANNO OLMI;VIA MAFFUCCI 60;20158;NO;SI;NO;SI;SI;SI;NON DEFINITO;-
202021;MIRH02000X;151461532;MIRH02000X;CARLO PORTA;CARLO PORTA;VIA URUGUAY 26/3;20151;SI;SI;SI;SI;SI;SI;NON DEFINITO;-
202021;MIAA8DG01D;151463003;MIAA8DG01D;IC ARBE ZARA/MILANO;VIA F.GATTI;VIA F.GATTI 12;20162;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIC8DX00L;151460434;MIIC8DX00L;IC CINQUE GIORNATE/MILANO;IC CINQUE GIORNATE/MILANO;VIA MUGELLO 5;20137;NO;SI;SI;SI;SI;NO;NON DEFINITO;-
202021;MIEE8FY01Q;151460400;MIEE8FY01Q;"I.C . ""NAZARIO SAURO""";"SCUOLA PRIMARIA ""NAZARIO SAURO""";VIA VESPRI SICILIANI 75;20146;NO;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIMM8C6017;151463386;MIMM8C6017;"ICS ""ALDA MERINI""/MILANO";VIA GALLARATE 15;VIA GALLARATE 15;20151;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8D001V;151463707;MIMM8D001V;IC IQBAL MASIH/MILANO;SMS IQBAL MASIH -;VIA BIANCA MILESI 4;20152;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIPS03601R;151461597;MIPS03601R;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";VIA LITTA MODIGNANI 55;20161;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MITE01000V;151462113;MITE01000V;"""GIULIO NATTA""";"""GIULIO NATTA""";VIA DON GIOVANNI CALABRIA16;20132;NO;SI;SI;NO;SI;NO;NO;-
202021;MIEE81702X;151462938;MIEE81702X;IC TEODORO CIRESOLA/MILANO;T. CIRESOLA ( EX V. GAMBARA );V.LE BRIANZA 14;20127;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MITE01000V;151461600;MITE01000V;"""GIULIO NATTA""";"""GIULIO NATTA""";VIA DON GIOVANNI CALABRIA16;20132;NO;SI;SI;NO;SI;NO;NO;-
202021;MIRH038016;151461645;MIRH038016;GIUSEPPE LUIGI LAGRANGE;"""G. BRERA """;VIA LITTA MODIGNANI 65;20161;NO;SI;NO;NO;SI;NO;NO;-
202021;MIMM8C401G;151461099;MIMM8C401G;IC L.CADORNA/MILANO;RICCI;VIA LOVERE 4;20148;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIC8DY00C;151462734;MIIC8DY00C;IC S.AMBROGIO/MILANO;IC S.AMBROGIO/MILANO;VIA DE NICOLA N 40;20142;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8CY01Q;151461079;MIMM8CY01Q;IC CAPPONI/MILANO;GRAMSCI + GEMELLI;VIA TOSI MALAGA 21;20143;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8DR019;151463271;MIMM8DR019;IC PASQUALE SOTTOCORNO/MILANO;MEREZZATE;VIA MEDICI DEL VASCELLO 42;20138;SI;SI;SI;SI;SI;SI;NON DEFINITO;-
202021;MIPS03601R;151461595;MIPS03601R;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";VIA LITTA MODIGNANI 55;20161;NO;SI;NO;NO;SI;NO;NO;-
202021;MIIC8B400X;151460366;MIIC8B400X;IC LUIGI GALVANI/MILANO;IC LUIGI GALVANI/MILANO;VIA GALVANI 7;20124;NO;SI;SI;SI;SI;NO;NON DEFINITO;-
202021;MIAA8DD012;151461100;MIAA8DD012;I.C. VIA GIACOSA 46/MILANO;SCUOLA DELL'INFANZIA DI VIA GIACOSA;VIA GIACOSA 46;20127;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIC8DV001;151462673;MIIC8DV001;IC FRANCESCHI/MILANO;IC FRANCESCHI/MILANO;VIA CAGLIERO N. 20;20125;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8FZ01G;151460396;MIEE8FZ01G;I.C.S. UMBERTO ECO;A.S.NOVARO E C.C.FERRUCCI-MILAN;PIAZZA SICILIA 2;20146;NO;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIMM8C501B;151461037;MIMM8C501B;IC S.GIUSEPPE CALASANZIO/MILANO;NEGRI;PIAZZA AXUM 5;20148;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8FX01X;151460380;MIEE8FX01X;I.C. VIA MOISE' LORIA;G.OBERDAN E C.A.PORZI;VIA BERGOGNONE 2 /4;20144;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8CY01Q;151461080;MIMM8CY01Q;IC CAPPONI/MILANO;GRAMSCI + GEMELLI;VIA TOSI MALAGA 21;20143;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE809021;151462000;MIEE809021;"IC ""E. MORANTE""/MILANO";MI/BOGNETTI AGGR. SMS HEINE;VIA BOGNETTI N.15;20141;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8DZ03C;151461013;MIEE8DZ03C;"IC.""ILARIA ALPI""MILANO";G.CASATI;VIA S.COLOMBANO 8;20142;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE815028;151460399;MIEE815028;"IC ""CARDARELLI MASSAUA""-MILANO";VIA SCROSATI - MILANO;VIA SCROSATI 3;20146;NO;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIRH010009;151461600;MIRH010009;A. VESPUCCI;A. VESPUCCI;VIA VALVASSORI PERONI8;20133;NO;SI;SI;NO;SI;NO;NO;-
202021;MIMM8DQ01D;151461108;MIMM8DQ01D;I.C. LOCATELLI-QUASIMODO;QUASIMODO/TOMMASEO;VIA DELLA GIUSTIZIA 6;20125;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIMM8DZ019;151462630;MIMM8DZ019;"IC.""ILARIA ALPI""MILANO";VIA SALERNO;VIA SALERNO 1;20142;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIAA8DF02P;151460339;MIAA8DF02P;IC SANDRO PERTINI/MILANO;V.LE SUZZANI;V.LE SUZZANI 240;20162;NO;SI;SI;NO;SI;SI;NON DEFINITO;-
202021;MIIC8DW00R;151461051;MIIC8DW00R;I.C. VIA DE ANDREIS /MILANO;I.C. VIA DE ANDREIS /MILANO;VIA DE ANDREIS 10;20137;SI;SI;SI;NO;NO;SI;NON DEFINITO;-
202021;MIMM8C1014;151463285;MIMM8C1014;IC G. BORSI/MILANO;VIA OJETTI 13;VIA OJETTI 13;20151;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8FX021;151460381;MIEE8FX021;I.C. VIA MOISE' LORIA;VIA FOPPETTE;VIA FOPPETTE 1;20144;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8FW013;151462658;MIMM8FW013;I.C. VIA ARCADIA - MILANO;ARCADIA;VIA DELL'ARCADIA 24;20142;SI;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIPS03601R;151461596;MIPS03601R;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";VIA LITTA MODIGNANI 55;20161;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIEE8DZ05E;151461013;MIEE8DZ05E;"IC.""ILARIA ALPI""MILANO";PLESSO MONTESSORI;VIA SAN COLOMBANO 8;20142;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8CX022;151460420;MIEE8CX022;IC FABIO FILZI/MILANO;ERMANNO WOLF FERRARI;VIA WOLF FERRARI 6;20141;SI;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE81701V;151461043;MIEE81701V;IC TEODORO CIRESOLA/MILANO;T. CIRESOLA (EX VENINI);VIA VENINI 78/80;20127;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8DQ01D;151461132;MIMM8DQ01D;I.C. LOCATELLI-QUASIMODO;QUASIMODO/TOMMASEO;VIA DELLA GIUSTIZIA 6;20125;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIEE30201R;151463331;MIEE30201R;E.SETTI CARRARO DALLA CHIESA/MI;SETTI CARRARO DALLA CHIESA - MI;VIA PASSIONE 12;20122;NO;SI;NO;NO;SI;NO;NO;-
202021;MIEE8DZ01A;151460465;MIEE8DZ01A;"IC.""ILARIA ALPI""MILANO";"""SANDRO PERTINI""";VIA SALERNO 3;20142;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIC8C0007;151460449;MIIC8C0007;IC LUIGI EINAUDI /MILANO;IC LUIGI EINAUDI /MILANO;VIA VAL D'INTELVI 11;20152;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIIC8DS00D;151460378;MIIC8DS00D;IC PRIMO LEVI/MILANO;IC PRIMO LEVI/MILANO;VIA PISTOIA 30;20153;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIMM8C301Q;151461122;MIMM8C301Q;IC RICCARDO MASSA/MILANO;VIA QUARENGHI 14;VIA QUARENGHI 14;20151;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIC8DG00L;151460375;MIIC8DG00L;IC ARBE ZARA/MILANO;IC ARBE ZARA/MILANO;VIALE ZARA 96;20125;NO;SI;SI;NO;SI;NO;NON DEFINITO;-
202021;MIMM8FW013;151462680;MIMM8FW013;I.C. VIA ARCADIA - MILANO;ARCADIA;VIA DELL'ARCADIA 24;20142;SI;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIEE8CY01R;151460416;MIEE8CY01R;IC CAPPONI/MILANO;SCUOLA PRIMARIA GINO CAPPONI;VIA PESTALOZZI 13;20143;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIPS03000R;151461451;MIPS03000R;LEONARDO DA VINCI;LEONARDO DA VINCI;VIA OTTORINO RESPIGHI5;20122;NO;SI;NO;NO;SI;NO;NO;-
202021;MIEE80901X;151460421;MIEE80901X;"IC ""E. MORANTE""/MILANO";ANTONINI AGGR. SMS HEINE-MILANO;VIA ANTONINI 50;20141;NO;SI;SI;NO;SI;NO;NON DEFINITO;-
202021;MIEE8DZ02B;151461012;MIEE8DZ02B;"IC.""ILARIA ALPI""MILANO";TRE CASTELLI;VIA BALSAMO CRIVELLI 3;20142;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE81401B;151460401;MIEE81401B;IC CAVALIERI/MILANO;ARIBERTO AGGR. SMS CAVALIERI-MI;VIA ARIBERTO INTIMIANO 14;20123;NO;SI;SI;NO;SI;NO;NON DEFINITO;-
202021;MIIC8DU005;151461069;MIIC8DU005;IC R.PEZZANI/MILANO;IC R.PEZZANI/MILANO;VIA MARTINENGO 34/6;20139;SI;NO;NO;NO;SI;SI;NON DEFINITO;-
202021;MIIC8DG00L;151463087;MIIC8DG00L;IC ARBE ZARA/MILANO;IC ARBE ZARA/MILANO;VIALE ZARA 96;20125;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIAA8GH015;151461008;MIAA8GH015;G.B. PERASSO - MILANO;INFANZIA - VIA BOTTEGO;VIA BOTTEGO 4;20132;SI;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIEE8CW015;151460428;MIEE8CW015;IC Q.DI VONA-TITO SPERI/MILANO;TITO SPERI - MILANO;VIA PORPORA 11;20131;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8FW036;151462647;MIEE8FW036;I.C. VIA ARCADIA - MILANO;VIA FERABOLI;VIA FERABOLI 44;20142;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIRC05851G;151461497;MIRC05851G;PAOLO FRISI;FRISI;VIA OTRANTO - CITTADINI1;20157;NO;SI;SI;SI;SI;SI;NO;-
202021;MIEE815017;151460451;MIEE815017;"IC ""CARDARELLI MASSAUA""-MILANO";MI-MASSAUA AGGR. SMS CARDARELLI;VIA MASSAUA 5;20146;SI;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIMM8FT01G;151462002;MIMM8FT01G;I.C. P.ZA L.DA VINCI/MILANO;TIEPOLO;PIAZZA ASCOLI 2;20129;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM023005;151460999;MIMM023005;CONVITTO NAZ. LONGONE - S.M.;CONVITTO NAZ. LONGONE - S.M.;VIA OLIVETANI 9;20123;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE301033;151460402;MIEE301033;CONVITTO NAZ.LE LONGONE/ MILANO;F. CONFORTI E B. AVOGADRO;VIA VIGEVANO 19;20144;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8DY02G;151462734;MIEE8DY02G;IC S.AMBROGIO/MILANO;SAN PAOLINO;VIA DE NICOLA 40;20142;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8CX011;151462825;MIEE8CX011;IC FABIO FILZI/MILANO;FABIO FILZI - MILANO;VIA RAVENNA 15;20139;SI;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIMM8FV017;151462657;MIMM8FV017;I.C VIA PALMIERI - MILANO;PERTINI;VIA BOIFAVA 52;20142;SI;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIAA8FV013;151460010;MIAA8FV013;I.C VIA PALMIERI - MILANO;SCUOLA INFANZIA VIA CASSONI;VIA CASSONI 7;20141;NO;SI;SI;NO;SI;NO;NON DEFINITO;-
202021;MIEE8DD017;151462865;MIEE8DD017;I.C. VIA GIACOSA 46/MILANO;VIA GIACOSA - MILANO;VIA GIACOSA 46;20127;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8FU01B;151463076;MIMM8FU01B;I.C. GUIDO GALLI;S.M.S. COVA;VIA G. COVA 5;Non Disponibile;NO;SI;SI;NO;NO;NO;NON DEFINITO;-
202021;MIIS02600Q;151461452;MIIS02600Q;CREMONA;CREMONA;V.LE MARCHE 71/73;20159;NO;SI;NO;NO;SI;NO;NO;-
202021;MIEE30200Q;151463331;MIEE30200Q;E.SETTI CARRARO DALLA CHIESA/MI;E.SETTI CARRARO DALLA CHIESA/MI;VIA PASSIONE 12;20122;NO;SI;NO;NO;SI;NO;NO;-
202021;MIEE8DY03L;151462732;MIEE8DY03L;IC S.AMBROGIO/MILANO;G.FERRARIS;VIA BARONA 70;20142;NO;NO;SI;NO;SI;NO;NON DEFINITO;-
202021;MIEE8CH021;151460371;MIEE8CH021;IC CONFALONIERI/MILANO;R.LAMBRUSCHINI;VIA CRESPI 1;20159;SI;NO;NO;NO;SI;NO;NON DEFINITO;-
202021;MISL03000N;151461407;MISL03000N;U.BOCCIONI;U.BOCCIONI;PIAZZALE ARDUINO N.4;20149;NO;SI;NO;NO;NO;NO;SI;-
202021;MIMM01900D;151463331;MIMM01900D;E. SETTI CARRARO DALLA CHIESA;E. SETTI CARRARO DALLA CHIESA;VIA PASSIONE 12;20122;NO;SI;NO;NO;SI;NO;NO;-
202021;MIIC8DR008;151463271;MIIC8DR008;IC PASQUALE SOTTOCORNO/MILANO;IC PASQUALE SOTTOCORNO/MILANO;VIA MONTE POPERA 12;20138;SI;SI;SI;SI;SI;SI;NON DEFINITO;-
202021;MIIC8DF00R;151461143;MIIC8DF00R;IC SANDRO PERTINI/MILANO;IC SANDRO PERTINI/MILANO;VIA THOMAS MANN 8;20162;NO;SI;SI;NO;SI;SI;NON DEFINITO;-
202021;MIEE8CV02A;151462861;MIEE8CV02A;IC PAOLO E LARISSA PINI/MILANO;F.CRISPI;VIA SANT'ERLEMBARDO 4;20126;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIPS05701T;151461583;MIPS05701T;NICOLA MORESCHI;N. MORESCHI;VIALE SAN MICHELE DEL CARSO 25;20144;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIRC05851G;151460101;MIRC05851G;PAOLO FRISI;FRISI;VIA OTRANTO - CITTADINI1;20157;NO;SI;NO;NO;SI;SI;NO;-
202021;MITF290008;151461628;MITF290008;ETTORE CONTI;ETTORE CONTI;VIA A. DE VINCENTI 11;20148;SI;SI;SI;NO;SI;SI;NON DEFINITO;-
202021;MIPS09901X;151461586;MIPS09901X;SCHIAPARELLI-GRAMSCI;SCHIAPARELLI;VIA SETTEMBRINI 4;20124;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIS00400V;151461576;MIIS00400V;CARLO CATTANEO;CARLO CATTANEO;PIAZZA DELLA VETRA 9;20123;NO;SI;SI;SI;SI;NO;NON DEFINITO;-
202021;MIEE8CV03E;151463416;MIEE8CV03E;IC PAOLO E LARISSA PINI/MILANO;MARTIRI DI GORLA;VIA CESALPINO 38;20128;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIRC05851G;151460105;MIRC05851G;PAOLO FRISI;FRISI;VIA OTRANTO - CITTADINI1;20157;NO;SI;NO;SI;SI;NO;NO;-
202021;MIPS05801N;151460101;MIPS05801N;PAOLO FRISI;PAOLO FRISI;VIA CARLO AMORETTI 63;20157;NO;SI;NO;NO;SI;SI;NO;-
202021;MIEE301011;151460999;MIEE301011;CONVITTO NAZ.LE LONGONE/ MILANO;CONVITTO NAZ. LONGONE - MILANO;VIA DEGLI OLIVETANI 9;20123;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8FS01Q;151462222;MIMM8FS01Q;I.C. VIA DELLA COMMENDA /MILANO;MAJNO;VIA COMMENDA 22 A;20122;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MISL030503;151460005;MISL030503;U.BOCCIONI;"L.A. ""BOCCIONI""";P.LE ARDUINO 4;20149;NO;SI;NO;NO;SI;NO;NO;-
202021;MIMM023005;151460402;MIMM023005;CONVITTO NAZ. LONGONE - S.M.;CONVITTO NAZ. LONGONE - S.M.;VIA OLIVETANI 9;20123;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIS02200C;151461647;MIIS02200C;SALVADOR ALLENDE;SALVADOR ALLENDE;VIA U. DINI7;20141;SI;SI;SI;NO;NO;NO;NO;-
202021;MIEE8CG014;151461002;MIEE8CG014;IC VIA SCIALOIA/MILANO;VIA SCIALOIA - MILANO;VIA SCIALOIA 19;20161;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MISL03000N;151461405;MISL03000N;U.BOCCIONI;U.BOCCIONI;PIAZZALE ARDUINO N.4;20149;NO;SI;NO;NO;NO;NO;SI;-
202021;MIAA80901P;151460007;MIAA80901P;"IC ""E. MORANTE""/MILANO";VIA SOLAROLI;VIA SOLAROLI N. 9;20141;NO;SI;SI;NO;SI;NO;NON DEFINITO;-
202021;MIEE8DD017;151462864;MIEE8DD017;I.C. VIA GIACOSA 46/MILANO;VIA GIACOSA - MILANO;VIA GIACOSA 46;20127;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIPS05101V;151461647;MIPS05101V;CLAUDIO VARALLI;"""CLAUDIO VARALLI""";VIA ULISSE DINI 7;20142;SI;SI;SI;NO;NO;NO;NO;-
202021;MIIS023008;151463713;MIIS023008;IST.ISTR.SUP.G.CARDANO;IST.ISTR.SUP.G.CARDANO;VIA GIULIO NATTA11;20151;NO;SI;NO;NO;SI;NO;NO;MM LAMPUGNANO
202021;MIPS03601R;151461870;MIPS03601R;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";VIA LITTA MODIGNANI 55;20161;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIEE8CH01X;151460363;MIEE8CH01X;IC CONFALONIERI/MILANO;F.CONFALONIERI - MILANO;VIA DAL VERME 10;20159;SI;NO;NO;SI;SI;NO;NON DEFINITO;-
202021;MISL03000N;151461406;MISL03000N;U.BOCCIONI;U.BOCCIONI;PIAZZALE ARDUINO N.4;20149;NO;SI;NO;NO;SI;NO;SI;-
202021;MIAA8FV013;151461094;MIAA8FV013;I.C VIA PALMIERI - MILANO;SCUOLA INFANZIA VIA CASSONI;VIA CASSONI 7;20141;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIRC058016;151461497;MIRC058016;PAOLO FRISI;PAOLO FRISI;VIA OTRANTO 1;20157;NO;SI;SI;SI;SI;SI;NO;-
202021;MIPS05401A;151461634;MIPS05401A;GALVANI;GALVANI;VIA GATTI 14;20162;NO;SI;SI;NO;SI;NO;NO;-
202021;MITF290008;151460100;MITF290008;ETTORE CONTI;ETTORE CONTI;VIA A. DE VINCENTI 11;20148;SI;SI;NO;NO;SI;SI;NO;-
202021;MIPS039018;151461469;MIPS039018;BERTRAND RUSSELL;BERTRAND RUSSELL;VIA FRANCESCO GATTI 16;20162;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIRC058016;151460101;MIRC058016;PAOLO FRISI;PAOLO FRISI;VIA OTRANTO 1;20157;NO;SI;NO;NO;SI;SI;NO;-
202021;MISL020003;151462106;MISL020003;"LICEO ARTISTICO ""CARAVAGGIO""";"LICEO ARTISTICO ""CARAVAGGIO""";VIA PRINETTI 47;20127;NO;SI;NO;NO;NO;NO;NO;-
202021;MITF077015;151461632;MITF077015;G. GALILEI - R. LUXEMBURG;GALILEI;VIA PARAVIA 31;20148;NO;SI;NO;NO;SI;NO;NO;-
202021;MIMM8CX01X;151461115;MIMM8CX01X;IC FABIO FILZI/MILANO;TOSCANINI;VIA DEI GUARNERI 21;20141;NO;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MITD03601L;151461596;MITD03601L;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";VIA LITTA MODIGNANI 55;20161;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIAA8FY01E;151460006;MIAA8FY01E;"I.C . ""NAZARIO SAURO""";"SCUOLA DELL'INFANZIA ""SODERINI""";VIA SODERINI 41;20146;NO;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIEE8B8019;151460410;MIEE8B8019;IC TOMMASO GROSSI/MILANO;TOMMASO GROSSI - MILANO;VIA MONTE VELINO 2 4;20137;NO;SI;NO;NO;NO;SI;NON DEFINITO;-
202021;MIRH010009;151461530;MIRH010009;A. VESPUCCI;A. VESPUCCI;VIA VALVASSORI PERONI8;20133;NO;SI;NO;NO;SI;SI;NO;STAZIONE LAMBRATE A 900 METRI
202021;MIEE8DA01Q;151460452;MIEE8DA01Q;LEONE TOLSTOJ;VIA ZUARA 9/MILANO;VIA ZUARA 9;20146;SI;SI;SI;NO;SI;SI;NON DEFINITO;-
202021;MITF07901R;151461521;MITF07901R;"I.I.S. ""CATERINA DA SIENA""";ITIS C. DA SIENA;VIALE LOMBARDIA 89;20131;NO;SI;NO;NO;SI;NO;NO;-
202021;MISL03000N;151460005;MISL03000N;U.BOCCIONI;U.BOCCIONI;PIAZZALE ARDUINO N.4;20149;NO;SI;NO;NO;SI;NO;NO;-
202021;MIIC8D3009;151460447;MIIC8D3009;I.C. A. SCARPA MILANO;I.C. A. SCARPA MILANO;VIA CLERICETTI 22;20133;SI;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIIS101008;151461629;MIIS101008;TORRICELLI;TORRICELLI;VIA U. DINI 7;20142;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIRH010009;151461531;MIRH010009;A. VESPUCCI;A. VESPUCCI;VIA VALVASSORI PERONI8;20133;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIPS05101V;151461584;MIPS05101V;CLAUDIO VARALLI;"""CLAUDIO VARALLI""";VIA ULISSE DINI 7;20142;NO;SI;NO;NO;SI;NO;NO;-
202021;MIPS03601R;151461598;MIPS03601R;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";VIA LITTA MODIGNANI 55;20161;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MITF19000B;151461642;MITF19000B;"I.T.S.O.S. ""ALBE STEINER""";"I.T.S.O.S. ""ALBE STEINER""";VIA S. DIONIGI 36;20139;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIRH010009;151460108;MIRH010009;A. VESPUCCI;A. VESPUCCI;VIA VALVASSORI PERONI8;20133;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8CV018;151463416;MIMM8CV018;IC PAOLO E LARISSA PINI/MILANO;TREVISANI - SCAETTA;VIA CESALPINO 40;20128;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIIS102004;151461503;MIIS102004;DANIELE MARIGNONI - MARCO POLO;DANIELE MARIGNONI - MARCO POLO;VIA MELZI D'ERIL 9;20154;NO;SI;NO;NO;SI;NO;NO;-
202021;MIEE8B602P;151460444;MIEE8B602P;IC A.STOPPANI/MILANO;VIA MATTEUCCI 3;VIA MATTEUCCI 3;20129;NO;SI;SI;NO;SI;SI;NON DEFINITO;-
202021;MIAA82001D;151460011;MIAA82001D;IC BRUNO MUNARI/ MILANO;VIA DEI SALICI;VIA DEI SALICI 4;20152;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8CW014;151463083;MIMM8CW014;IC Q.DI VONA-TITO SPERI/MILANO;QUINTINO DI VONA;VIA ANTONIO SACCHINI 34;20131;NO;SI;SI;NO;NO;NO;NON DEFINITO;-
202021;MIIC8D100N;151460361;MIIC8D100N;IC RINNOVATA PIZZIGONI/MILANO;IC RINNOVATA PIZZIGONI/MILANO;VIA C. DA CASTELLO 10;20155;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIS101008;151460110;MIIS101008;TORRICELLI;TORRICELLI;VIA U. DINI 7;20142;SI;SI;NO;NO;SI;SI;NON DEFINITO;-
